p5.34-role-hooks               @0.8.0          perl/p5-role-hooks
p5-role-identifiable           @0.8.0          perl/p5-role-identifiable
p5.28-role-identifiable        @0.8.0          perl/p5-role-identifiable
p5.30-role-identifiable        @0.8.0          perl/p5-role-identifiable
p5.32-role-identifiable        @0.8.0          perl/p5-role-identifiable
p5.34-role-identifiable        @0.8.0          perl/p5-role-identifiable
p5-role-tiny                   @2.2.4          perl/p5-role-tiny
p5.28-role-tiny                @2.2.4          perl/p5-role-tiny
p5.30-role-tiny                @2.2.4          perl/p5-role-tiny
p5.32-role-tiny                @2.2.4          perl/p5-role-tiny
p5.34-role-tiny                @2.2.4          perl/p5-role-tiny
p5-roman                       @1.240.0        perl/p5-roman
p5.28-roman                    @1.240.0        perl/p5-roman
p5.30-roman                    @1.240.0        perl/p5-roman
p5.32-roman                    @1.240.0        perl/p5-roman
p5.34-roman                    @1.240.0        perl/p5-roman
p5-rpc-xml                     @0.820.0        perl/p5-rpc-xml
p5.28-rpc-xml                  @0.820.0        perl/p5-rpc-xml
p5.30-rpc-xml                  @0.820.0        perl/p5-rpc-xml
p5.32-rpc-xml                  @0.820.0        perl/p5-rpc-xml
p5.34-rpc-xml                  @0.820.0        perl/p5-rpc-xml
p5-rtf-parser                  @1.120.0        perl/p5-rtf-parser
p5.28-rtf-parser               @1.120.0        perl/p5-rtf-parser
p5.30-rtf-parser               @1.120.0        perl/p5-rtf-parser
p5.32-rtf-parser               @1.120.0        perl/p5-rtf-parser
p5.34-rtf-parser               @1.120.0        perl/p5-rtf-parser
p5-rtf-tokenizer               @1.200.0        perl/p5-rtf-tokenizer
p5.28-rtf-tokenizer            @1.200.0        perl/p5-rtf-tokenizer
p5.30-rtf-tokenizer            @1.200.0        perl/p5-rtf-tokenizer
p5.32-rtf-tokenizer            @1.200.0        perl/p5-rtf-tokenizer
p5.34-rtf-tokenizer            @1.200.0        perl/p5-rtf-tokenizer
p5-safe-isa                    @1.0.10         perl/p5-safe-isa
p5.28-safe-isa                 @1.0.10         perl/p5-safe-isa
p5.30-safe-isa                 @1.0.10         perl/p5-safe-isa
p5.32-safe-isa                 @1.0.10         perl/p5-safe-isa
p5.34-safe-isa                 @1.0.10         perl/p5-safe-isa
p5-scalar-list-utils           @1.630.0        perl/p5-scalar-list-utils
p5.28-scalar-list-utils        @1.630.0        perl/p5-scalar-list-utils
p5.30-scalar-list-utils        @1.630.0        perl/p5-scalar-list-utils
p5.32-scalar-list-utils        @1.630.0        perl/p5-scalar-list-utils
p5.34-scalar-list-utils        @1.630.0        perl/p5-scalar-list-utils
p5-scalar-string               @0.3.0          perl/p5-scalar-string
p5.28-scalar-string            @0.3.0          perl/p5-scalar-string
p5.30-scalar-string            @0.3.0          perl/p5-scalar-string
p5.32-scalar-string            @0.3.0          perl/p5-scalar-string
p5.34-scalar-string            @0.3.0          perl/p5-scalar-string
p5-scope-guard                 @0.210.0        perl/p5-scope-guard
p5.28-scope-guard              @0.210.0        perl/p5-scope-guard
p5.30-scope-guard              @0.210.0        perl/p5-scope-guard
p5.32-scope-guard              @0.210.0        perl/p5-scope-guard
p5.34-scope-guard              @0.210.0        perl/p5-scope-guard
p5-scope-upper                 @0.330.0        perl/p5-scope-upper
p5.28-scope-upper              @0.330.0        perl/p5-scope-upper
p5.30-scope-upper              @0.330.0        perl/p5-scope-upper
p5.32-scope-upper              @0.330.0        perl/p5-scope-upper
p5.34-scope-upper              @0.330.0        perl/p5-scope-upper
p5-sdl                         @2.548.0        perl/p5-sdl
p5.28-sdl                      @2.548.0        perl/p5-sdl
p5.30-sdl                      @2.548.0        perl/p5-sdl
p5.32-sdl                      @2.548.0        perl/p5-sdl
p5.34-sdl                      @2.548.0        perl/p5-sdl
p5-search-elasticsearch        @7.717.0        perl/p5-search-elasticsearch
p5.28-search-elasticsearch     @7.717.0        perl/p5-search-elasticsearch
p5.30-search-elasticsearch     @7.717.0        perl/p5-search-elasticsearch
p5.32-search-elasticsearch     @7.717.0        perl/p5-search-elasticsearch
p5.34-search-elasticsearch     @7.717.0        perl/p5-search-elasticsearch
p5-search-elasticsearch-client-2_0 @6.810.0        perl/p5-search-elasticsearch-client-2_0
p5.28-search-elasticsearch-client-2_0 @6.810.0        perl/p5-search-elasticsearch-client-2_0
p5.30-search-elasticsearch-client-2_0 @6.810.0        perl/p5-search-elasticsearch-client-2_0
p5.32-search-elasticsearch-client-2_0 @6.810.0        perl/p5-search-elasticsearch-client-2_0
p5.34-search-elasticsearch-client-2_0 @6.810.0        perl/p5-search-elasticsearch-client-2_0
p5-search-elasticsearch-client-5_0 @6.810.0        perl/p5-search-elasticsearch-client-5_0
p5.28-search-elasticsearch-client-5_0 @6.810.0        perl/p5-search-elasticsearch-client-5_0
p5.30-search-elasticsearch-client-5_0 @6.810.0        perl/p5-search-elasticsearch-client-5_0
p5.32-search-elasticsearch-client-5_0 @6.810.0        perl/p5-search-elasticsearch-client-5_0
p5.34-search-elasticsearch-client-5_0 @6.810.0        perl/p5-search-elasticsearch-client-5_0
p5-search-elasticsearch-client-6_0 @7.717.0        perl/p5-search-elasticsearch-client-6_0
p5.28-search-elasticsearch-client-6_0 @7.717.0        perl/p5-search-elasticsearch-client-6_0
p5.30-search-elasticsearch-client-6_0 @7.717.0        perl/p5-search-elasticsearch-client-6_0
p5.32-search-elasticsearch-client-6_0 @7.717.0        perl/p5-search-elasticsearch-client-6_0
p5.34-search-elasticsearch-client-6_0 @7.717.0        perl/p5-search-elasticsearch-client-6_0
p5-semver                      @0.10.0         perl/p5-semver
p5.28-semver                   @0.10.0         perl/p5-semver
p5.30-semver                   @0.10.0         perl/p5-semver
p5.32-semver                   @0.10.0         perl/p5-semver
p5.34-semver                   @0.10.0         perl/p5-semver
p5-sereal                      @5.1.0          perl/p5-sereal
p5.28-sereal                   @5.1.0          perl/p5-sereal
p5.30-sereal                   @5.1.0          perl/p5-sereal
p5.32-sereal                   @5.1.0          perl/p5-sereal
p5.34-sereal                   @5.1.0          perl/p5-sereal
p5-sereal-decoder              @5.1.0          perl/p5-sereal-decoder
p5.28-sereal-decoder           @5.1.0          perl/p5-sereal-decoder
p5.30-sereal-decoder           @5.1.0          perl/p5-sereal-decoder
p5.32-sereal-decoder           @5.1.0          perl/p5-sereal-decoder
p5.34-sereal-decoder           @5.1.0          perl/p5-sereal-decoder
p5-sereal-encoder              @5.1.0          perl/p5-sereal-encoder
p5.28-sereal-encoder           @5.1.0          perl/p5-sereal-encoder
p5.30-sereal-encoder           @5.1.0          perl/p5-sereal-encoder
p5.32-sereal-encoder           @5.1.0          perl/p5-sereal-encoder
p5.34-sereal-encoder           @5.1.0          perl/p5-sereal-encoder
p5-session-storage-secure      @1.0.0          perl/p5-session-storage-secure
p5.28-session-storage-secure   @1.0.0          perl/p5-session-storage-secure
p5.30-session-storage-secure   @1.0.0          perl/p5-session-storage-secure
p5.32-session-storage-secure   @1.0.0          perl/p5-session-storage-secure
p5.34-session-storage-secure   @1.0.0          perl/p5-session-storage-secure
p5-set-array                   @0.300.0        perl/p5-set-array
p5.28-set-array                @0.300.0        perl/p5-set-array
p5.30-set-array                @0.300.0        perl/p5-set-array
p5.32-set-array                @0.300.0        perl/p5-set-array
p5.34-set-array                @0.300.0        perl/p5-set-array
p5-set-infinite                @0.650.0        perl/p5-set-infinite
p5.28-set-infinite             @0.650.0        perl/p5-set-infinite
p5.30-set-infinite             @0.650.0        perl/p5-set-infinite
p5.32-set-infinite             @0.650.0        perl/p5-set-infinite
p5.34-set-infinite             @0.650.0        perl/p5-set-infinite
p5-set-intspan                 @1.190.0        perl/p5-set-intspan
p5.28-set-intspan              @1.190.0        perl/p5-set-intspan
p5.30-set-intspan              @1.190.0        perl/p5-set-intspan
p5.32-set-intspan              @1.190.0        perl/p5-set-intspan
p5.34-set-intspan              @1.190.0        perl/p5-set-intspan
p5-set-object                  @1.420.0        perl/p5-set-object
p5.28-set-object               @1.420.0        perl/p5-set-object
p5.30-set-object               @1.420.0        perl/p5-set-object
p5.32-set-object               @1.420.0        perl/p5-set-object
p5.34-set-object               @1.420.0        perl/p5-set-object
p5-set-scalar                  @1.290.0        perl/p5-set-scalar
p5.28-set-scalar               @1.290.0        perl/p5-set-scalar
p5.30-set-scalar               @1.290.0        perl/p5-set-scalar
p5.32-set-scalar               @1.290.0        perl/p5-set-scalar
p5.34-set-scalar               @1.290.0        perl/p5-set-scalar
p5-sgml-parser-opensp          @0.994.0        perl/p5-sgml-parser-opensp
p5.28-sgml-parser-opensp       @0.994.0        perl/p5-sgml-parser-opensp
p5.30-sgml-parser-opensp       @0.994.0        perl/p5-sgml-parser-opensp
p5.32-sgml-parser-opensp       @0.994.0        perl/p5-sgml-parser-opensp
p5.34-sgml-parser-opensp       @0.994.0        perl/p5-sgml-parser-opensp
p5-sgmlspm                     @1.100.0        perl/p5-sgmlspm
p5.28-sgmlspm                  @1.100.0        perl/p5-sgmlspm
p5.30-sgmlspm                  @1.100.0        perl/p5-sgmlspm
p5.32-sgmlspm                  @1.100.0        perl/p5-sgmlspm
p5.34-sgmlspm                  @1.100.0        perl/p5-sgmlspm
p5-shell-config-generate       @0.340.0        perl/p5-shell-config-generate
p5.28-shell-config-generate    @0.340.0        perl/p5-shell-config-generate
p5.30-shell-config-generate    @0.340.0        perl/p5-shell-config-generate
p5.32-shell-config-generate    @0.340.0        perl/p5-shell-config-generate
p5.34-shell-config-generate    @0.340.0        perl/p5-shell-config-generate
p5-shell-guess                 @0.90.0         perl/p5-shell-guess
p5.28-shell-guess              @0.90.0         perl/p5-shell-guess
p5.30-shell-guess              @0.90.0         perl/p5-shell-guess
p5.32-shell-guess              @0.90.0         perl/p5-shell-guess
p5.34-shell-guess              @0.90.0         perl/p5-shell-guess
p5-shell-parser                @0.40.0         perl/p5-shell-parser
p5.28-shell-parser             @0.40.0         perl/p5-shell-parser
p5.30-shell-parser             @0.40.0         perl/p5-shell-parser
p5.32-shell-parser             @0.40.0         perl/p5-shell-parser
p5.34-shell-parser             @0.40.0         perl/p5-shell-parser
p5-smart-comments              @1.60.0         perl/p5-smart-comments
p5.28-smart-comments           @1.60.0         perl/p5-smart-comments
p5.30-smart-comments           @1.60.0         perl/p5-smart-comments
p5.32-smart-comments           @1.60.0         perl/p5-smart-comments
p5.34-smart-comments           @1.60.0         perl/p5-smart-comments
p5-snmp_session                @1.130.0        perl/p5-snmp_session
p5.28-snmp_session             @1.130.0        perl/p5-snmp_session
p5.30-snmp_session             @1.130.0        perl/p5-snmp_session
p5.32-snmp_session             @1.130.0        perl/p5-snmp_session
p5.34-snmp_session             @1.130.0        perl/p5-snmp_session
p5-snowball-norwegian          @1.200.0        perl/p5-snowball-norwegian
p5.28-snowball-norwegian       @1.200.0        perl/p5-snowball-norwegian
p5.30-snowball-norwegian       @1.200.0        perl/p5-snowball-norwegian
p5.32-snowball-norwegian       @1.200.0        perl/p5-snowball-norwegian
p5.34-snowball-norwegian       @1.200.0        perl/p5-snowball-norwegian
p5-snowball-swedish            @1.200.0        perl/p5-snowball-swedish
p5.28-snowball-swedish         @1.200.0        perl/p5-snowball-swedish
p5.30-snowball-swedish         @1.200.0        perl/p5-snowball-swedish
p5.32-snowball-swedish         @1.200.0        perl/p5-snowball-swedish
p5.34-snowball-swedish         @1.200.0        perl/p5-snowball-swedish
p5-soap-lite                   @1.270.0        perl/p5-soap-lite
p5.28-soap-lite                @1.270.0        perl/p5-soap-lite
p5.30-soap-lite                @1.270.0        perl/p5-soap-lite
p5.32-soap-lite                @1.270.0        perl/p5-soap-lite
p5.34-soap-lite                @1.270.0        perl/p5-soap-lite
p5-socket                      @2.36.0         perl/p5-socket
p5.28-socket                   @2.36.0         perl/p5-socket
p5.30-socket                   @2.36.0         perl/p5-socket
p5.32-socket                   @2.36.0         perl/p5-socket
p5.34-socket                   @2.36.0         perl/p5-socket
p5-socket6                     @0.290.0        perl/p5-socket6
p5.28-socket6                  @0.290.0        perl/p5-socket6
p5.30-socket6                  @0.290.0        perl/p5-socket6
p5.32-socket6                  @0.290.0        perl/p5-socket6
p5.34-socket6                  @0.290.0        perl/p5-socket6
p5-software-license            @0.104.2        perl/p5-software-license
p5.28-software-license         @0.104.2        perl/p5-software-license
p5.30-software-license         @0.104.2        perl/p5-software-license
p5.32-software-license         @0.104.2        perl/p5-software-license
p5.34-software-license         @0.104.2        perl/p5-software-license
p5-sort-key                    @1.330.0        perl/p5-sort-key
p5.28-sort-key                 @1.330.0        perl/p5-sort-key
p5.30-sort-key                 @1.330.0        perl/p5-sort-key
p5.32-sort-key                 @1.330.0        perl/p5-sort-key
p5.34-sort-key                 @1.330.0        perl/p5-sort-key
p5-sort-naturally              @1.30.0         perl/p5-sort-naturally
p5.28-sort-naturally           @1.30.0         perl/p5-sort-naturally
p5.30-sort-naturally           @1.30.0         perl/p5-sort-naturally
p5.32-sort-naturally           @1.30.0         perl/p5-sort-naturally
p5.34-sort-naturally           @1.30.0         perl/p5-sort-naturally
p5-sort-versions               @1.620.0        perl/p5-sort-versions
p5.28-sort-versions            @1.620.0        perl/p5-sort-versions
p5.30-sort-versions            @1.620.0        perl/p5-sort-versions
p5.32-sort-versions            @1.620.0        perl/p5-sort-versions
p5.34-sort-versions            @1.620.0        perl/p5-sort-versions
p5-specio                      @0.480.0        perl/p5-specio
p5.28-specio                   @0.480.0        perl/p5-specio
p5.30-specio                   @0.480.0        perl/p5-specio
p5.32-specio                   @0.480.0        perl/p5-specio
p5.34-specio                   @0.480.0        perl/p5-specio
p5-specio-library-path-tiny    @0.50.0         perl/p5-specio-library-path-tiny
p5.28-specio-library-path-tiny @0.50.0         perl/p5-specio-library-path-tiny
p5.30-specio-library-path-tiny @0.50.0         perl/p5-specio-library-path-tiny
p5.32-specio-library-path-tiny @0.50.0         perl/p5-specio-library-path-tiny
p5.34-specio-library-path-tiny @0.50.0         perl/p5-specio-library-path-tiny
p5-spiffy                      @0.460.0        perl/p5-spiffy
p5.28-spiffy                   @0.460.0        perl/p5-spiffy
p5.30-spiffy                   @0.460.0        perl/p5-spiffy
p5.32-spiffy                   @0.460.0        perl/p5-spiffy
p5.34-spiffy                   @0.460.0        perl/p5-spiffy
p5-spreadsheet-parseexcel      @0.650.0        perl/p5-spreadsheet-parseexcel
p5.28-spreadsheet-parseexcel   @0.650.0        perl/p5-spreadsheet-parseexcel
p5.30-spreadsheet-parseexcel   @0.650.0        perl/p5-spreadsheet-parseexcel
p5.32-spreadsheet-parseexcel   @0.650.0        perl/p5-spreadsheet-parseexcel
p5.34-spreadsheet-parseexcel   @0.650.0        perl/p5-spreadsheet-parseexcel
p5-spreadsheet-writeexcel      @2.400.0        perl/p5-spreadsheet-writeexcel
p5.28-spreadsheet-writeexcel   @2.400.0        perl/p5-spreadsheet-writeexcel
p5.30-spreadsheet-writeexcel   @2.400.0        perl/p5-spreadsheet-writeexcel
p5.32-spreadsheet-writeexcel   @2.400.0        perl/p5-spreadsheet-writeexcel
p5.34-spreadsheet-writeexcel   @2.400.0        perl/p5-spreadsheet-writeexcel
p5-spreadsheet-xlsx            @0.170.0        perl/p5-spreadsheet-xlsx
p5.28-spreadsheet-xlsx         @0.170.0        perl/p5-spreadsheet-xlsx
p5.30-spreadsheet-xlsx         @0.170.0        perl/p5-spreadsheet-xlsx
p5.32-spreadsheet-xlsx         @0.170.0        perl/p5-spreadsheet-xlsx
p5.34-spreadsheet-xlsx         @0.170.0        perl/p5-spreadsheet-xlsx
p5-sql-abstract                @2.0.1          perl/p5-sql-abstract
p5.28-sql-abstract             @2.0.1          perl/p5-sql-abstract
p5.30-sql-abstract             @2.0.1          perl/p5-sql-abstract
p5.32-sql-abstract             @2.0.1          perl/p5-sql-abstract
p5.34-sql-abstract             @2.0.1          perl/p5-sql-abstract
p5-sql-abstract-classic        @1.910.0        perl/p5-sql-abstract-classic
p5.28-sql-abstract-classic     @1.910.0        perl/p5-sql-abstract-classic
p5.30-sql-abstract-classic     @1.910.0        perl/p5-sql-abstract-classic
p5.32-sql-abstract-classic     @1.910.0        perl/p5-sql-abstract-classic
p5.34-sql-abstract-classic     @1.910.0        perl/p5-sql-abstract-classic
p5-sql-abstract-limit          @0.143.0        perl/p5-sql-abstract-limit
p5.28-sql-abstract-limit       @0.143.0        perl/p5-sql-abstract-limit
p5.30-sql-abstract-limit       @0.143.0        perl/p5-sql-abstract-limit
p5.32-sql-abstract-limit       @0.143.0        perl/p5-sql-abstract-limit
p5.34-sql-abstract-limit       @0.143.0        perl/p5-sql-abstract-limit
p5-sql-statement               @1.414.0        perl/p5-sql-statement
p5.28-sql-statement            @1.414.0        perl/p5-sql-statement
p5.30-sql-statement            @1.414.0        perl/p5-sql-statement
p5.32-sql-statement            @1.414.0        perl/p5-sql-statement
p5.34-sql-statement            @1.414.0        perl/p5-sql-statement
p5-sql-translator              @1.620.0        perl/p5-sql-translator
p5.28-sql-translator           @1.620.0        perl/p5-sql-translator
p5.30-sql-translator           @1.620.0        perl/p5-sql-translator
p5.32-sql-translator           @1.620.0        perl/p5-sql-translator
p5.34-sql-translator           @1.620.0        perl/p5-sql-translator
p5-starman                     @0.401.600      perl/p5-starman
p5.28-starman                  @0.401.600      perl/p5-starman
p5.30-starman                  @0.401.600      perl/p5-starman
p5.32-starman                  @0.401.600      perl/p5-starman
p5.34-starman                  @0.401.600      perl/p5-starman
p5-statistics-caseresampling   @0.150.0        perl/p5-statistics-caseresampling
p5.28-statistics-caseresampling @0.150.0        perl/p5-statistics-caseresampling
p5.30-statistics-caseresampling @0.150.0        perl/p5-statistics-caseresampling
p5.32-statistics-caseresampling @0.150.0        perl/p5-statistics-caseresampling
p5.34-statistics-caseresampling @0.150.0        perl/p5-statistics-caseresampling
p5-statistics-chisquare        @1.0.0          perl/p5-statistics-chisquare
p5.28-statistics-chisquare     @1.0.0          perl/p5-statistics-chisquare
p5.30-statistics-chisquare     @1.0.0          perl/p5-statistics-chisquare
p5.32-statistics-chisquare     @1.0.0          perl/p5-statistics-chisquare
p5.34-statistics-chisquare     @1.0.0          perl/p5-statistics-chisquare
p5-statistics-covid            @0.230.0        perl/p5-statistics-covid
p5.28-statistics-covid         @0.230.0        perl/p5-statistics-covid
p5.30-statistics-covid         @0.230.0        perl/p5-statistics-covid
p5.32-statistics-covid         @0.230.0        perl/p5-statistics-covid
p5.34-statistics-covid         @0.230.0        perl/p5-statistics-covid
p5-statistics-descriptive      @3.80.0         perl/p5-statistics-descriptive
p5.28-statistics-descriptive   @3.80.0         perl/p5-statistics-descriptive
p5.30-statistics-descriptive   @3.80.0         perl/p5-statistics-descriptive
p5.32-statistics-descriptive   @3.80.0         perl/p5-statistics-descriptive
p5.34-statistics-descriptive   @3.80.0         perl/p5-statistics-descriptive
p5-storable                    @3.250.0        perl/p5-storable
p5.28-storable                 @3.250.0        perl/p5-storable
p5.30-storable                 @3.250.0        perl/p5-storable
p5.32-storable                 @3.250.0        perl/p5-storable
p5.34-storable                 @3.250.0        perl/p5-storable
p5-stream-buffered             @0.30.0         perl/p5-stream-buffered
p5.28-stream-buffered          @0.30.0         perl/p5-stream-buffered
p5.30-stream-buffered          @0.30.0         perl/p5-stream-buffered
p5.32-stream-buffered          @0.30.0         perl/p5-stream-buffered
p5.34-stream-buffered          @0.30.0         perl/p5-stream-buffered
p5-strictures                  @2.0.6          perl/p5-strictures
p5.28-strictures               @2.0.6          perl/p5-strictures
p5.30-strictures               @2.0.6          perl/p5-strictures
p5.32-strictures               @2.0.6          perl/p5-strictures
p5.34-strictures               @2.0.6          perl/p5-strictures
p5-string-camelcase            @0.40.0         perl/p5-string-camelcase
p5.28-string-camelcase         @0.40.0         perl/p5-string-camelcase
p5.30-string-camelcase         @0.40.0         perl/p5-string-camelcase
p5.32-string-camelcase         @0.40.0         perl/p5-string-camelcase
p5.34-string-camelcase         @0.40.0         perl/p5-string-camelcase
p5-string-compare-constanttime @0.321.0        perl/p5-string-compare-constanttime
p5.28-string-compare-constanttime @0.321.0        perl/p5-string-compare-constanttime
p5.30-string-compare-constanttime @0.321.0        perl/p5-string-compare-constanttime
p5.32-string-compare-constanttime @0.321.0        perl/p5-string-compare-constanttime
p5.34-string-compare-constanttime @0.321.0        perl/p5-string-compare-constanttime
p5-string-crc32                @2.100.0        perl/p5-string-crc32
p5.28-string-crc32             @2.100.0        perl/p5-string-crc32
p5.30-string-crc32             @2.100.0        perl/p5-string-crc32
p5.32-string-crc32             @2.100.0        perl/p5-string-crc32
p5.34-string-crc32             @2.100.0        perl/p5-string-crc32
p5-string-ediff                @0.90.0         perl/p5-string-ediff
p5.28-string-ediff             @0.90.0         perl/p5-string-ediff
p5.30-string-ediff             @0.90.0         perl/p5-string-ediff
p5.32-string-ediff             @0.90.0         perl/p5-string-ediff
p5.34-string-ediff             @0.90.0         perl/p5-string-ediff
p5-string-errf                 @0.8.0          perl/p5-string-errf
p5.28-string-errf              @0.8.0          perl/p5-string-errf
p5.30-string-errf              @0.8.0          perl/p5-string-errf
p5.32-string-errf              @0.8.0          perl/p5-string-errf
p5.34-string-errf              @0.8.0          perl/p5-string-errf
p5-string-escape               @2010.2.0       perl/p5-string-escape
p5.28-string-escape            @2010.2.0       perl/p5-string-escape
p5.30-string-escape            @2010.2.0       perl/p5-string-escape
p5.32-string-escape            @2010.2.0       perl/p5-string-escape
p5.34-string-escape            @2010.2.0       perl/p5-string-escape
p5-string-flogger              @1.101.245      perl/p5-string-flogger
p5.28-string-flogger           @1.101.245      perl/p5-string-flogger
p5.30-string-flogger           @1.101.245      perl/p5-string-flogger
p5.32-string-flogger           @1.101.245      perl/p5-string-flogger
p5.34-string-flogger           @1.101.245      perl/p5-string-flogger
p5-string-format               @1.180.0        perl/p5-string-format
p5.28-string-format            @1.180.0        perl/p5-string-format
p5.30-string-format            @1.180.0        perl/p5-string-format
p5.32-string-format            @1.180.0        perl/p5-string-format
p5.34-string-format            @1.180.0        perl/p5-string-format
p5-string-formatter            @1.234.0        perl/p5-string-formatter
p5.28-string-formatter         @1.234.0        perl/p5-string-formatter
p5.30-string-formatter         @1.234.0        perl/p5-string-formatter
p5.32-string-formatter         @1.234.0        perl/p5-string-formatter
p5.34-string-formatter         @1.234.0        perl/p5-string-formatter
p5-string-random               @0.320.0        perl/p5-string-random
p5.28-string-random            @0.320.0        perl/p5-string-random
p5.30-string-random            @0.320.0        perl/p5-string-random
p5.32-string-random            @0.320.0        perl/p5-string-random
p5.34-string-random            @0.320.0        perl/p5-string-random
p5-string-rewriteprefix        @0.8.0          perl/p5-string-rewriteprefix
p5.28-string-rewriteprefix     @0.8.0          perl/p5-string-rewriteprefix
p5.30-string-rewriteprefix     @0.8.0          perl/p5-string-rewriteprefix
p5.32-string-rewriteprefix     @0.8.0          perl/p5-string-rewriteprefix
p5.34-string-rewriteprefix     @0.8.0          perl/p5-string-rewriteprefix
p5-string-shellquote           @1.40.0         perl/p5-string-shellquote
p5.28-string-shellquote        @1.40.0         perl/p5-string-shellquote
p5.30-string-shellquote        @1.40.0         perl/p5-string-shellquote
p5.32-string-shellquote        @1.40.0         perl/p5-string-shellquote
p5.34-string-shellquote        @1.40.0         perl/p5-string-shellquote
p5-string-tagged               @0.180.0        perl/p5-string-tagged
p5.28-string-tagged            @0.180.0        perl/p5-string-tagged
p5.30-string-tagged            @0.180.0        perl/p5-string-tagged
p5.32-string-tagged            @0.180.0        perl/p5-string-tagged
p5.34-string-tagged            @0.180.0        perl/p5-string-tagged
p5-string-tagged-terminal      @0.50.0         perl/p5-string-tagged-terminal
p5.28-string-tagged-terminal   @0.50.0         perl/p5-string-tagged-terminal
p5.30-string-tagged-terminal   @0.50.0         perl/p5-string-tagged-terminal
p5.32-string-tagged-terminal   @0.50.0         perl/p5-string-tagged-terminal
p5.34-string-tagged-terminal   @0.50.0         perl/p5-string-tagged-terminal
p5-string-toidentifier-en      @0.120.0        perl/p5-string-toidentifier-en
p5.28-string-toidentifier-en   @0.120.0        perl/p5-string-toidentifier-en
p5.30-string-toidentifier-en   @0.120.0        perl/p5-string-toidentifier-en
p5.32-string-toidentifier-en   @0.120.0        perl/p5-string-toidentifier-en
p5.34-string-toidentifier-en   @0.120.0        perl/p5-string-toidentifier-en
p5-string-tokenizer            @0.60.0         perl/p5-string-tokenizer
p5.28-string-tokenizer         @0.60.0         perl/p5-string-tokenizer
p5.30-string-tokenizer         @0.60.0         perl/p5-string-tokenizer
p5.32-string-tokenizer         @0.60.0         perl/p5-string-tokenizer
p5.34-string-tokenizer         @0.60.0         perl/p5-string-tokenizer
p5-string-trim                 @0.5.0          perl/p5-string-trim
p5.28-string-trim              @0.5.0          perl/p5-string-trim
p5.30-string-trim              @0.5.0          perl/p5-string-trim
p5.32-string-trim              @0.5.0          perl/p5-string-trim
p5.34-string-trim              @0.5.0          perl/p5-string-trim
p5-string-truncate             @1.100.602      perl/p5-string-truncate
p5.28-string-truncate          @1.100.602      perl/p5-string-truncate
p5.30-string-truncate          @1.100.602      perl/p5-string-truncate
p5.32-string-truncate          @1.100.602      perl/p5-string-truncate
p5.34-string-truncate          @1.100.602      perl/p5-string-truncate
p5-string-ttylength            @0.30.0         perl/p5-string-ttylength
p5.28-string-ttylength         @0.30.0         perl/p5-string-ttylength
p5.30-string-ttylength         @0.30.0         perl/p5-string-ttylength
p5.32-string-ttylength         @0.30.0         perl/p5-string-ttylength
p5.34-string-ttylength         @0.30.0         perl/p5-string-ttylength
p5-string-util                 @1.320.0        perl/p5-string-util
p5.28-string-util              @1.320.0        perl/p5-string-util
p5.30-string-util              @1.320.0        perl/p5-string-util
p5.32-string-util              @1.320.0        perl/p5-string-util
p5.34-string-util              @1.320.0        perl/p5-string-util
p5-struct-dumb                 @0.130.0        perl/p5-struct-dumb
p5.28-struct-dumb              @0.130.0        perl/p5-struct-dumb
p5.30-struct-dumb              @0.130.0        perl/p5-struct-dumb
p5.32-struct-dumb              @0.130.0        perl/p5-struct-dumb
p5.34-struct-dumb              @0.130.0        perl/p5-struct-dumb
p5-sub-delete                  @1.0.20         perl/p5-sub-delete
p5.28-sub-delete               @1.0.20         perl/p5-sub-delete
p5.30-sub-delete               @1.0.20         perl/p5-sub-delete
p5.32-sub-delete               @1.0.20         perl/p5-sub-delete
p5.34-sub-delete               @1.0.20         perl/p5-sub-delete
p5-sub-exporter                @0.988.0        perl/p5-sub-exporter
p5.28-sub-exporter             @0.988.0        perl/p5-sub-exporter
p5.30-sub-exporter             @0.988.0        perl/p5-sub-exporter
p5.32-sub-exporter             @0.988.0        perl/p5-sub-exporter
p5.34-sub-exporter             @0.988.0        perl/p5-sub-exporter
p5-sub-exporter-formethods     @0.100.54       perl/p5-sub-exporter-formethods
p5.28-sub-exporter-formethods  @0.100.54       perl/p5-sub-exporter-formethods
p5.30-sub-exporter-formethods  @0.100.54       perl/p5-sub-exporter-formethods
p5.32-sub-exporter-formethods  @0.100.54       perl/p5-sub-exporter-formethods
p5.34-sub-exporter-formethods  @0.100.54       perl/p5-sub-exporter-formethods
p5-sub-exporter-globexporter   @0.5.0          perl/p5-sub-exporter-globexporter
p5.28-sub-exporter-globexporter @0.5.0          perl/p5-sub-exporter-globexporter
p5.30-sub-exporter-globexporter @0.5.0          perl/p5-sub-exporter-globexporter
p5.32-sub-exporter-globexporter @0.5.0          perl/p5-sub-exporter-globexporter
p5.34-sub-exporter-globexporter @0.5.0          perl/p5-sub-exporter-globexporter
p5-sub-exporter-progressive    @0.1.13         perl/p5-sub-exporter-progressive
p5.28-sub-exporter-progressive @0.1.13         perl/p5-sub-exporter-progressive
p5.30-sub-exporter-progressive @0.1.13         perl/p5-sub-exporter-progressive
p5.32-sub-exporter-progressive @0.1.13         perl/p5-sub-exporter-progressive
p5.34-sub-exporter-progressive @0.1.13         perl/p5-sub-exporter-progressive
